Rarity Rank,Name,Type,Mech Pattern,Organic Pattern,Primary Color,Secondary Color,Full Head Accessory,Head Top Accessory,Eye Accessory,Piercing,Glow Color,Eye Color
709,Wolf #1282,Mech,Imperfecto,None,Avocado Green,White,None,None,None,Silver Left and Nose,Neon Green,Sunrise Orange
710,Wolf #3281,Hybrid,Bolts,Wild,Forest Green,Avocado Green,None,ETH Orb,Eye Patch,None,Neon Red,Coffee Brown
711,Wolf #918,Hybrid,Zebra,Moon and Stars,Forest Green,Slime Green,None,None,None,Silver Right,Neon Violet,Slime Green
712,Wolf #2345,Mech,Zebra,None,Sunrise Orange,Avocado Green,None,None,None,Gold Nose,Neon Violet,Ocean Blue
713,Wolf #1942,Hybrid,Iridescent,Wild,Midnight,Royal Purple,None,ETH Orb,None,None,Neon Blue,Electric Blue
714,Wolf #3285,Hybrid,Iridescent,Wild,Forest Green,Royal Purple,None,None,None,Silver Left,Neon Blue,Coffee Brown
715,Wolf #2663,Mech,Chrome,None,Coffee Brown,None,None,None,None,None,Neon Red,Ocean Blue
716,Wolf #1356,Hybrid,Color Burst,Giraffe,Lemon Yellow,Slime Green,Speed Goggles,None,None,None,Neon Violet,Lemon Yellow
717,Wolf #679,Mech,Imperfecto,None,Midnight,Bubblegum Pink,Speed Goggles,None,None,None,Neon Red,Electric Blue
718,Wolf #3172,Hybrid,Imperfecto,Wild,Lemon Yellow,Electric Blue,Boxing Helmet,None,None,None,Neon Red,Lemon Lime
719,Wolf #606,Hybrid,Bolts,Split,Midnight,Forest Green,None,ETH Orb,Ski Goggles,None,Neon Green,Electric Blue
720,Wolf #1406,Hybrid,Color Burst,Moon and Stars,Coffee Brown,Lemon Yellow,None,None,None,Silver Nose,Neon Orange,Electric Blue
721,Wolf #574,Hybrid,Bolts,Hearts,Sunrise Orange,Midnight,None,ETH Orb,Ski Goggles,None,Neon Green,Electric Blue
722,Wolf #1622,Hybrid,Bolts,Wild,Avocado Green,Coffee Brown,VR Headset,None,None,None,Neon Violet,Matrix
723,Wolf #1362,Hybrid,Imperfecto,Base,Lemon Yellow,Coffee Brown,Eye of the Observer,None,None,None,Neon Red,Ocean Blue
724,Wolf #2961,Organic,None,Halloween,Burgundy,Bubblegum Pink,Eye of the Observer,None,None,Gold Right,None,Candy
725,Wolf #2833,Organic,None,Moon and Stars,Slime Green,Lemon Yellow,None,Halo,Ski Goggles,Gold Left,None,Lemon Yellow
726,Wolf #2774,Hybrid,Color Burst,Wild,Mint,Royal Purple,None,None,None,Silver Right,Neon Blue,Royal Purple
727,Wolf #2616,Hybrid,Color Burst,Checker,Electric Blue,Coffee Brown,VR Headset,None,None,None,Neon Green,Lemon Yellow
728,Wolf #1459,Organic,None,Checker,Midnight,Coffee Brown,None,ETH Orb,Sci-Fi Visor,Silver Right,None,Lemon Yellow
729,Wolf #499,Hybrid,Color Burst,Split,Midnight,Sunrise Orange,None,None,Sci-Fi Visor,None,Neon Violet,Lemon Yellow
730,Wolf #2272,Mech,Zebra,None,White,Midnight,None,None,None,Gold Left,Neon Green,Blood Red
731,Wolf #408,Organic,None,Tiger,Avocado Green,Forest Green,None,None,Lasers Red,Silver Right and Nose,None,Electric Blue
732,Wolf #400,Organic,None,Wild,Sunrise Orange,Coffee Brown,None,ETH Orb,Ski Goggles,Gold Right,None,Lemon Lime
733,Wolf #2248,Organic,None,Moon and Stars,Slime Green,Avocado Green,None,Unicorn Horn,Eye Patch,Silver Right,None,Blood Red
734,Wolf #275,Hybrid,Zebra,Hearts,Midnight,Bubblegum Pink,None,None,None,None,Neon Yellow,Chaos
735,Wolf #447,Hybrid,Imperfecto,Giraffe,White,Forest Green,None,None,Eye Patch,None,Neon Orange,Royal Purple
736,Wolf #947,Hybrid,Mineral,Split,Coffee Brown,Sunrise Orange,Speed Goggles,None,None,None,Neon Orange,Electric Blue
737,Wolf #2062,Organic,None,Giraffe,Midnight,Coffee Brown,None,Halo,Shutter Shades,Gold Nose,None,Ocean Blue
738,Wolf #592,Hybrid,Zebra,Moon and Stars,Avocado Green,Midnight,Doom Mask,None,None,None,Neon Red,Coffee Brown
739,Wolf #1780,Organic,None,Giraffe,Burgundy,Slime Green,Crown,None,None,Silver Left,None,Sunrise Orange
740,Wolf #894,Hybrid,Zebra,Tiger,Coffee Brown,Forest Green,Doom Mask,None,None,None,Neon Green,Royal Purple
741,Wolf #994,Hybrid,Zebra,Moon and Stars,Avocado Green,Lemon Yellow,None,None,Sci-Fi Visor,None,Neon Violet,Ocean Blue
742,Wolf #521,Hybrid,Imperfecto,Flames,Sunrise Orange,Avocado Green,None,None,Sci-Fi Visor,None,Neon Violet,Sunrise Orange
743,Wolf #1690,Mech,Zebra,None,Forest Green,Slime Green,None,None,None,Silver Left,Neon Green,Blood Red
744,Wolf #2078,Hybrid,Bolts,Polkadots,Sunrise Orange,Royal Purple,None,Unicorn Horn,Ski Goggles,None,Neon Green,Coffee Brown
745,Wolf #1824,Hybrid,Imperfecto,Hearts,Mint,Lemon Yellow,None,None,Shutter Shades,None,Neon Yellow,Lemon Yellow
746,Wolf #1441,Hybrid,Imperfecto,Wild,Coffee Brown,Sunrise Orange,None,None,None,Silver Left and Nose,Neon Orange,Candy
747,Wolf #1638,Hybrid,Imperfecto,Tiger,Avocado Green,Slime Green,None,Unicorn Horn,None,None,Neon Orange,Sunrise Orange
748,Wolf #3261,Mech,Zebra,None,Burgundy,Avocado Green,None,Third Eye,None,None,Neon Red,Sunrise Orange
749,Wolf #2909,Hybrid,Color Burst,Hearts,Coffee Brown,Slime Green,VR Headset,None,None,None,Neon Green,Coffee Brown
750,Wolf #242,Mech,Imperfecto,None,Bubblegum Pink,Avocado Green,None,Third Eye,None,None,Neon Red,Royal Purple
751,Wolf #231,Hybrid,Zebra,Wild,Forest Green,Lemon Yellow,Boxing Helmet,None,None,None,Neon Orange,Lemon Yellow
752,Wolf #1940,Hybrid,Zebra,Split,Lemon Yellow,White,None,None,Ski Goggles,None,Neon Orange,Lemon Yellow
753,Wolf #547,Organic,None,Halloween,Mint,Midnight,Doom Mask,None,None,Gold Right,None,Candy
754,Wolf #2438,Mech,Bolts,None,Forest Green,Blood Red,None,None,None,Silver Right,Neon Red,Electric Blue
755,Wolf #2178,Organic,None,Checker,Coffee Brown,Royal Purple,None,Unicorn Horn,Radar,Silver Nose,None,Royal Purple
756,Wolf #2931,Mech,Bolts,None,Forest Green,Sunrise Orange,None,None,Ski Goggles,None,Neon Violet,Blood Red
757,Wolf #2029,Mech,Bolts,None,Coffee Brown,Electric Blue,None,ETH Orb,None,None,Neon Yellow,Lemon Yellow
758,Wolf #1110,Organic,None,Checker,Blood Red,White,None,None,Shutter Shades,Gold Left,None,Matrix
759,Wolf #1079,Organic,None,Giraffe,Bubblegum Pink,Ocean Blue,Doom Mask,None,None,Gold Nose,None,Slime Green
760,Wolf #3103,Mech,Imperfecto,None,Midnight,Avocado Green,None,None,Shutter Shades,None,Neon Violet,Lemon Yellow
761,Wolf #1125,Organic,None,Tiger,Sunrise Orange,White,WcDonald’s Hat,None,None,Gold Right and Nose,None,Electric Blue
762,Wolf #2119,Organic,None,Checker,Bubblegum Pink,Coffee Brown,WcDonald’s Hat,None,None,Silver Left and Nose,None,Coffee Brown
763,Wolf #2255,Organic,None,Tiger,Mint,Midnight,None,None,Lasers Blue,Silver Nose,None,Lemon Yellow
764,Wolf #1806,Hybrid,Color Burst,Split,Coffee Brown,Royal Purple,None,None,None,Silver Left,Neon Yellow,Sunrise Orange
765,Wolf #1522,Organic,None,Checker,Midnight,Forest Green,Doom Mask,None,None,Silver Nose,None,Chaos
766,Wolf #2444,Hybrid,Imperfecto,Polkadots,White,Slime Green,None,None,Flight Goggles,None,Neon Green,Blood Red
767,Wolf #1791,Hybrid,Bolts,Tiger,Electric Blue,White,VR Headset,None,None,None,Neon Red,Sunrise Orange
768,Wolf #1398,Mech,Imperfecto,None,White,Lemon Yellow,None,None,Eye Patch,None,Neon Red,Slime Green
769,Wolf #515,Hybrid,Imperfecto,Split,Sunrise Orange,White,None,None,Star Trek Visor,None,Neon Violet,Electric Blue
770,Wolf #1748,Mech,Bolts,None,Royal Purple,Sunrise Orange,None,Unicorn Horn,None,None,Neon Orange,Slime Green
771,Wolf #1299,Organic,None,Checker,Lemon Yellow,Coffee Brown,None,ETH Orb,Ski Goggles,Gold Nose,None,Lemon Yellow
772,Wolf #1674,Hybrid,Silver,Polkadots,Slime Green,Sunrise Orange,None,None,None,None,Neon Blue,Coffee Brown
773,Wolf #1180,Organic,None,Halloween,Royal Purple,Burgundy,None,None,Radar,Silver Right and Nose,None,Ocean Blue
774,Wolf #2737,Hybrid,Mineral,Tiger,Blood Red,Forest Green,None,None,None,None,Neon Blue,Candy
775,Wolf #2969,Organic,None,Base,Midnight,Electric Blue,None,Unicorn Horn,None,Gold Left and Nose,None,Bubblegum Pink
776,Wolf #2561,Hybrid,Bolts,Split,Blood Red,Mint,Headband,None,None,None,Neon Blue,Electric Blue
777,Wolf #2278,Hybrid,Bolts,Polkadots,Bubblegum Pink,Lemon Yellow,None,None,Radar,None,Neon Violet,Slime Green
778,Wolf #1627,Hybrid,Zebra,Flames,Electric Blue,Sunrise Orange,None,ETH Orb,None,None,Neon Violet,Blood Red
779,Wolf #2887,Organic,None,Hearts,Sunrise Orange,Slime Green,None,None,Star Trek Visor,Silver Nose,None,Chaos
780,Wolf #3118,Hybrid,Bolts,Polkadots,Midnight,Sunrise Orange,Speed Goggles,None,None,Silver Left,Neon Green,Coffee Brown
781,Wolf #1711,Mech,Imperfecto,None,Coffee Brown,Mint,Headband,None,None,None,Neon Violet,Electric Blue
782,Wolf #2594,Hybrid,Bolts,Polkadots,Mint,Lemon Yellow,WcDonald’s Hat,None,None,None,Neon Green,Candy
783,Wolf #127,Hybrid,Imperfecto,Wild,Blood Red,Royal Purple,None,None,None,Silver Left and Nose,Neon Violet,Electric Blue
784,Wolf #2527,Organic,None,Polkadots,Forest Green,Slime Green,None,ETH Orb,Ski Goggles,Silver Nose,None,Bubblegum Pink
785,Wolf #572,Hybrid,Bolts,Giraffe,Lemon Yellow,Electric Blue,None,None,None,Silver Right and Nose,Neon Violet,Slime Green
786,Wolf #3270,Hybrid,Color Burst,Polkadots,Coffee Brown,Avocado Green,Eye of the Observer,None,None,None,Neon Violet,Sunrise Orange
787,Wolf #187,Hybrid,Zebra,Wild,Bubblegum Pink,White,None,None,Deal with it Shades,None,Neon Red,Lemon Yellow
788,Wolf #2114,Mech,Imperfecto,None,Electric Blue,Royal Purple,None,None,Future Visor,None,Neon Green,Lemon Yellow
789,Wolf #194,Mech,Imperfecto,None,Royal Purple,Midnight,None,None,Deal with it Shades,None,Neon Green,Royal Purple
790,Wolf #2863,Mech,Bolts,None,White,Midnight,Speed Goggles,None,None,None,Neon Red,Blood Red
791,Wolf #2477,Hybrid,Imperfecto,Halloween,Lemon Yellow,White,None,Halo,None,None,Neon Green,Blood Red
792,Wolf #1648,Hybrid,Iridescent,Polkadots,Midnight,Royal Purple,Eye of the Observer,None,None,None,Neon Green,Coffee Brown
793,Wolf #611,Hybrid,Mineral,Polkadots,Coffee Brown,White,Speed Goggles,None,None,None,Neon Red,Lemon Yellow
794,Wolf #2399,Organic,None,Polkadots,Royal Purple,Sunrise Orange,None,Third Eye,Steampunk Goggles,Silver Right,None,Ocean Blue
795,Wolf #809,Hybrid,Bolts,Thunder,Sunrise Orange,Mint,Speed Goggles,None,None,None,Neon Green,Sunrise Orange
796,Wolf #2312,Hybrid,Silver,Halloween,Sunrise Orange,Lemon Yellow,None,None,None,None,Neon Red,Lemon Yellow
797,Wolf #412,Hybrid,Color Burst,Wild,Sunrise Orange,Coffee Brown,None,None,Steampunk Goggles,None,Neon Green,Bubblegum Pink
798,Wolf #2223,Hybrid,Zebra,Flames,Avocado Green,Coffee Brown,Doom Mask,None,None,None,Neon Green,Lemon Yellow
799,Wolf #1552,Hybrid,Zebra,Checker,Royal Purple,Forest Green,None,None,None,Silver Left,Neon Yellow,Lemon Yellow
800,Wolf #219,Hybrid,Imperfecto,Base,Royal Purple,Slime Green,None,Unicorn Horn,None,None,Neon Green,Royal Purple
801,Wolf #2407,Hybrid,Silver,Polkadots,Forest Green,White,None,None,None,None,Neon Red,Royal Purple
802,Wolf #2091,Mech,Zebra,None,White,Avocado Green,None,None,Shutter Shades,None,Neon Green,Ocean Blue
803,Wolf #2766,Hybrid,Chrome,Polkadots,Avocado Green,Electric Blue,VR Headset,None,None,None,Neon Green,Sunrise Orange
804,Wolf #2359,Mech,Imperfecto,None,Lemon Yellow,Avocado Green,None,None,Shutter Shades,None,Neon Red,Blood Red
805,Wolf #175,Mech,Bolts,None,Avocado Green,Royal Purple,None,Third Eye,None,None,Neon Pink,Lemon Yellow
806,Wolf #3177,Hybrid,Color Burst,Giraffe,White,Sunrise Orange,Boxing Helmet,None,None,None,Neon Green,Ocean Blue
807,Wolf #3018,Hybrid,Bolts,Wild,Blood Red,Mint,None,None,Flight Goggles,None,Neon Green,Ocean Blue
808,Wolf #43,Hybrid,Iridescent,Polkadots,Lemon Yellow,Forest Green,Speed Goggles,None,None,None,Neon Red,Electric Blue
809,Wolf #1166,Hybrid,Chrome,Hearts,Forest Green,Coffee Brown,None,ETH Orb,None,None,Neon Red,Royal Purple
810,Wolf #344,Hybrid,Color Burst,Checker,Burgundy,Lemon Yellow,None,Third Eye,None,None,Neon Green,Blood Red
811,Wolf #2537,Hybrid,Zebra,Hearts,Blood Red,Coffee Brown,None,None,None,Silver Left,Neon Violet,Slime Green
812,Wolf #1677,Mech,Imperfecto,None,Avocado Green,Sunrise Orange,None,None,None,Gold Right,Neon Blue,Electric Blue
813,Wolf #1368,Mech,Zebra,None,Avocado Green,Coffee Brown,Speed Goggles,None,None,None,Neon Red,Candy
814,Wolf #2279,Hybrid,Imperfecto,Checker,Lemon Yellow,White,None,None,Radar,None,Neon Red,Slime Green
815,Wolf #2819,Hybrid,Zebra,Moon and Stars,Slime Green,Blood Red,Speed Goggles,None,None,None,Neon Green,Coffee Brown
816,Wolf #494,Hybrid,Color Burst,Moon and Stars,Royal Purple,Forest Green,None,Halo,None,None,Neon Red,Slime Green
817,Wolf #1926,Hybrid,Bolts,Giraffe,Royal Purple,White,None,None,None,Silver Nose,Neon Pink,Blood Red
818,Wolf #2004,Hybrid,Imperfecto,Hearts,Slime Green,Electric Blue,Eye of the Observer,None,None,None,Neon Orange,Coffee Brown
819,Wolf #2313,Hybrid,Bolts,Checker,Bubblegum Pink,Lemon Yellow,None,None,Future Visor,None,Neon Green,Electric Blue
820,Wolf #1727,Mech,Bolts,None,Sunrise Orange,Lemon Yellow,None,None,Ski Goggles,None,Neon Violet,Blood Red
821,Wolf #2370,Organic,None,Split,Burgundy,Midnight,None,Third Eye,Deal with it Shades,Silver Right,None,Coffee Brown
822,Wolf #2923,Hybrid,Bolts,Tiger,Avocado Green,Forest Green,None,None,None,Gold Right,Neon Blue,Candy
823,Wolf #2549,Hybrid,Imperfecto,Thunder,Coffee Brown,Electric Blue,None,Third Eye,None,None,Neon Violet,Electric Blue
824,Wolf #1293,Hybrid,Bolts,Giraffe,Avocado Green,Electric Blue,None,None,None,Gold Nose,Neon Pink,Blood Red
825,Wolf #1290,Hybrid,Bolts,Polkadots,Coffee Brown,Ocean Blue,Headband,None,None,None,Neon Blue,Slime Green
826,Wolf #560,Mech,Bolts,None,Royal Purple,Burgundy,None,None,None,Gold Right,Neon Green,Blood Red
827,Wolf #1585,Hybrid,Imperfecto,Split,Slime Green,Blood Red,None,None,Sci-Fi Visor,None,Neon Green,Ocean Blue
828,Wolf #659,Hybrid,Zebra,Polkadots,Blood Red,White,None,None,None,Silver Right,Neon Green,Bubblegum Pink
829,Wolf #1160,Organic,None,Tiger,Lemon Yellow,Avocado Green,None,ETH Orb,Shutter Shades,Gold Nose,None,Electric Blue
830,Wolf #2614,Mech,Bolts,None,Electric Blue,Lemon Yellow,None,None,Shutter Shades,None,Neon Red,Royal Purple
831,Wolf #2695,Hybrid,Bolts,Giraffe,Forest Green,Coffee Brown,VR Headset,None,None,None,Neon Violet,Sunrise Orange
832,Wolf #1899,Mech,Imperfecto,None,Royal Purple,Avocado Green,None,Halo,None,None,Neon Violet,Slime Green
833,Wolf #207,Hybrid,Imperfecto,Hearts,Mint,Forest Green,Headband,None,None,None,Neon Blue,Blood Red
834,Wolf #598,Organic,None,Tiger,Avocado Green,Lemon Yellow,WcDonald’s Hat,None,None,Silver Right,None,Chaos
835,Wolf #364,Hybrid,Iridescent,Halloween,Midnight,Electric Blue,None,None,None,None,Neon Orange,Blood Red
836,Wolf #3051,Hybrid,Zebra,Tiger,Blood Red,Avocado Green,None,Unicorn Horn,None,None,Neon Red,Coffee Brown
837,Wolf #508,Hybrid,Bolts,Wild,Royal Purple,Sunrise Orange,None,None,Deal with it Shades,Silver Left,Neon Green,Electric Blue
838,Wolf #550,Hybrid,Iridescent,Wild,White,Forest Green,Speed Goggles,None,None,None,Neon Green,Royal Purple
839,Wolf #1174,Hybrid,Imperfecto,Giraffe,Coffee Brown,Lemon Yellow,None,None,Shutter Shades,None,Neon Orange,Royal Purple
840,Wolf #786,Hybrid,Bolts,Wild,Avocado Green,White,None,Halo,None,Silver Nose,Neon Green,Coffee Brown
841,Wolf #1137,Hybrid,Zebra,Hearts,Forest Green,Coffee Brown,Boxing Helmet,None,None,None,Neon Red,Sunrise Orange
842,Wolf #1011,Organic,None,Giraffe,Midnight,Royal Purple,None,None,Flight Goggles,Gold Right and Nose,None,Royal Purple
843,Wolf #388,Hybrid,Bolts,Wild,Avocado Green,Coffee Brown,None,None,Shutter Shades,Silver Left,Neon Red,Electric Blue
844,Wolf #221,Organic,None,Split,Mint,Lemon Yellow,None,ETH Orb,Sci-Fi Visor,Silver Right,None,Coffee Brown
845,Wolf #1555,Hybrid,Color Burst,Split,Electric Blue,Avocado Green,None,Unicorn Horn,None,None,Neon Blue,Electric Blue
846,Wolf #1712,Organic,None,Tiger,Electric Blue,Lemon Yellow,None,None,Star Trek Visor,Silver Left and Nose,None,Blood Red
847,Wolf #1565,Organic,None,Split,Sunrise Orange,Electric Blue,None,Halo,Radar,Silver Left,None,Candy
848,Wolf #1524,Hybrid,Bolts,Wild,Avocado Green,Bubblegum Pink,None,None,Eye Patch,None,Neon Pink,Coffee Brown
849,Wolf #2309,Hybrid,Zebra,Split,Coffee Brown,Burgundy,VR Headset,None,None,None,Neon Green,Ocean Blue
850,Wolf #2795,Hybrid,Zebra,Split,Mint,Avocado Green,None,None,Eye Patch,None,Neon Blue,Lemon Yellow
851,Wolf #1360,Hybrid,Imperfecto,Hearts,Electric Blue,Ocean Blue,None,Third Eye,None,None,Neon Violet,Sunrise Orange
852,Wolf #1151,Hybrid,Zebra,Hearts,Lemon Yellow,White,None,None,None,Silver Left,Neon Violet,Royal Purple
853,Wolf #2870,Hybrid,Chrome,Giraffe,Coffee Brown,Lemon Yellow,Boxing Helmet,None,None,None,Neon Green,Coffee Brown
854,Wolf #1381,Mech,Chrome,None,Sunrise Orange,None,None,None,None,None,Neon Green,Ocean Blue
855,Wolf #1337,Hybrid,Bolts,Giraffe,Royal Purple,Electric Blue,None,Third Eye,None,Silver Nose,Neon Green,Ocean Blue
856,Wolf #658,Hybrid,Iridescent,Wild,Sunrise Orange,Forest Green,None,Third Eye,None,None,Neon Violet,Royal Purple
857,Wolf #227,Hybrid,Bolts,Tiger,Mint,Midnight,None,None,None,Silver Left,Neon Orange,Coffee Brown
858,Wolf #1338,Hybrid,Bolts,Flames,Electric Blue,Avocado Green,None,None,Sci-Fi Visor,None,Neon Green,Candy
859,Wolf #532,Hybrid,Bolts,Wild,White,Avocado Green,None,None,Radar,None,Neon Orange,Bubblegum Pink
860,Wolf #280,Mech,Bolts,None,Slime Green,Electric Blue,Eye of the Observer,None,None,None,Neon Green,Blood Red
861,Wolf #1858,Organic,None,Split,Slime Green,Sunrise Orange,None,None,Lasers Green,Silver Right,None,Royal Purple
862,Wolf #1601,Mech,Bolts,None,Coffee Brown,Royal Purple,Boxing Helmet,None,None,None,Neon Red,Lemon Yellow
863,Wolf #1447,Hybrid,Zebra,Giraffe,Mint,White,Eye of the Observer,None,None,None,Neon Red,Coffee Brown
864,Wolf #3052,Hybrid,Imperfecto,Thunder,Coffee Brown,Lemon Yellow,Headband,None,None,None,Neon Red,Coffee Brown
865,Wolf #3182,Hybrid,Bolts,Tiger,Coffee Brown,Midnight,None,None,None,Silver Nose,Neon Pink,Electric Blue
866,Wolf #1540,Organic,None,Giraffe,Coffee Brown,Forest Green,None,None,Lasers Green,Silver Left,None,Bubblegum Pink
867,Wolf #579,Hybrid,Zebra,Moon and Stars,Coffee Brown,Ocean Blue,None,None,None,Silver Nose,Neon Green,Sunrise Orange
868,Wolf #716,Organic,None,Wild,Ocean Blue,Mint,Eye of the Observer,None,None,Silver Left,None,Matrix
869,Wolf #16,Hybrid,Imperfecto,Flames,Avocado Green,Electric Blue,None,None,Future Visor,None,Neon Green,Blood Red
870,Wolf #1227,Hybrid,Iridescent,Split,Midnight,Avocado Green,None,None,Ski Goggles,None,Neon Green,Slime Green
871,Wolf #1443,Hybrid,Zebra,Polkadots,Burgundy,Coffee Brown,None,None,None,Silver Left and Nose,Neon Green,Electric Blue
872,Wolf #363,Mech,Chrome,None,Royal Purple,None,None,None,None,None,Neon Green,Lemon Yellow
873,Wolf #1318,Organic,None,Base,Forest Green,Ocean Blue,WcDonald’s Hat,None,None,None,None,Chaos
874,Wolf #420,Organic,None,Wild,Avocado Green,Ocean Blue,None,Unicorn Horn,None,Silver Right and Nose,None,Matrix
875,Wolf #267,Organic,None,Checker,Lemon Yellow,Mint,Eye of the Observer,None,None,Gold Left,None,Matrix
876,Wolf #1912,Hybrid,Imperfecto,Polkadots,Mint,Midnight,None,None,None,Silver Left,Neon Yellow,Electric Blue
877,Wolf #2434,Hybrid,Imperfecto,Giraffe,Mint,Royal Purple,Speed Goggles,None,None,None,Neon Yellow,Coffee Brown
878,Wolf #176,Mech,Bolts,None,Midnight,Royal Purple,None,None,Eye Patch,None,Neon Red,Sunrise Orange
879,Wolf #1708,Mech,Bolts,None,Royal Purple,White,None,None,Eye Patch,None,Neon Red,Slime Green
880,Wolf #2101,Organic,None,Split,Burgundy,Sunrise Orange,None,Halo,Eye Patch,Gold Left,None,Electric Blue
881,Wolf #2219,Hybrid,Chrome,Split,Royal Purple,White,None,None,None,Silver Left,Neon Violet,Electric Blue
882,Wolf #163,Organic,None,Flames,Forest Green,Lemon Yellow,None,None,Deal with it Shades,Gold Left and Nose,None,Coffee Brown
883,Wolf #2224,Organic,None,Split,Burgundy,Mint,None,Unicorn Horn,Radar,None,None,Lemon Lime
884,Wolf #3226,Mech,Imperfecto,None,Sunrise Orange,Electric Blue,Eye of the Observer,None,None,None,Neon Red,Slime Green
885,Wolf #2126,Organic,None,Tiger,Sunrise Orange,Lemon Yellow,Doom Mask,None,None,Gold Right,None,Lemon Lime
886,Wolf #2350,Hybrid,Imperfecto,Polkadots,Coffee Brown,Slime Green,Speed Goggles,None,None,None,Neon Yellow,Electric Blue
887,Wolf #1719,Hybrid,Imperfecto,Split,Coffee Brown,Avocado Green,None,Halo,None,None,Neon Pink,Slime Green
888,Wolf #2032,Mech,Imperfecto,None,White,Midnight,Headband,None,None,None,Neon Red,Electric Blue
889,Wolf #269,Hybrid,Lava,Wild,Sunrise Orange,Bubblegum Pink,None,None,None,None,Neon Blue,Ocean Blue
890,Wolf #45,Hybrid,Bolts,Hearts,Midnight,Royal Purple,None,None,Eye Patch,None,Neon Green,Matrix
891,Wolf #2630,Hybrid,Imperfecto,Giraffe,Royal Purple,Ocean Blue,None,ETH Orb,None,None,Neon Violet,Slime Green
892,Wolf #875,Hybrid,Gold,Wild,Avocado Green,Forest Green,None,None,None,None,Neon Red,Candy
893,Wolf #1321,Mech,Imperfecto,None,Forest Green,White,None,None,None,Silver Right,Neon Green,Ocean Blue
894,Wolf #3300,Hybrid,Zebra,Wild,Forest Green,Royal Purple,VR Headset,None,None,None,Neon Violet,Coffee Brown
895,Wolf #3023,Hybrid,Zebra,Base,White,Bubblegum Pink,None,None,None,None,Neon Orange,Slime Green
896,Wolf #1538,Organic,None,Moon and Stars,Royal Purple,Electric Blue,None,Unicorn Horn,Shutter Shades,Silver Right,None,Coffee Brown
897,Wolf #2022,Organic,None,Wild,Forest Green,Blood Red,None,None,Flight Goggles,Silver Left and Nose,None,Royal Purple
898,Wolf #1953,Hybrid,Imperfecto,Split,Forest Green,Royal Purple,None,None,None,Gold Nose,Neon Yellow,Electric Blue
899,Wolf #614,Mech,Imperfecto,None,Avocado Green,Burgundy,None,None,Eye Patch,None,Neon Green,Lemon Yellow
900,Wolf #911,Mech,Zebra,None,Royal Purple,Slime Green,None,ETH Orb,None,None,Neon Green,Lemon Yellow
901,Wolf #859,Hybrid,Zebra,Split,Coffee Brown,Blood Red,None,None,Shutter Shades,None,Neon Red,Lemon Yellow
902,Wolf #588,Organic,None,Moon and Stars,Midnight,Avocado Green,Doom Mask,None,None,Silver Right and Nose,None,Slime Green
903,Wolf #3241,Hybrid,Imperfecto,Polkadots,Ocean Blue,White,Speed Goggles,None,None,None,Neon Green,Slime Green
